Trip_ID,Port,Net_treatment,Year,Date_setting,Date_pulling,Sample_herring_FK_cm,Sample_herring_wt_g,Total_Catch_number,Total_catch_Weigth_kg
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,25.5,165,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,25,160,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,28,210,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,26,170,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,28,230,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,28.5,220,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,28,210,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,25,160,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,27,190,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,26,175,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,24.5,150,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,25,170,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,23,115,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,25,150,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,26.5,190,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,25,165,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,27,200,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,25.5,170,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,25,165,,
MH_1,Musgrave_Harbour,12_night,2024,5/16/2024,17-May,26.5,175,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024 ,18-May,26,160,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024 ,18-May,27.5,165,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,26,160,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,26,170,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,27,190,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,26,180,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,27,170,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,27,200,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,29,205,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,28,210,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,25.5,150,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,28,190,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,26.5,170,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,25,150,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,24.5,160,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,27,170,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,27,160,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,27,160,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,26,165,,
MH_2,Musgrave_Harbour,24hr,2024,5/17/2024,18-May,26.5,170,,
MH_3,Musgrave_Harbour,12_day,2024,5/18/2024 ,18-May,,,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024 ,19-May,28.5,190,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024 ,19-May,28,165,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,27,195,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,29.5,240,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,29,200,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,30,260,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,25.5,160,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,28,210,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,27,180,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,26,160,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,27,210,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,28.5,200,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,26,185,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,27,180,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,25.5,160,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,28.5,185,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,26,150,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,27,215,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,27,180,,
MH_4,Musgrave_Harbour,12_night,2024,5/18/2024,19-May,30,250,,
MH_5,Musgrave_Harbour,12_day,2024,5/19/2024 ,19-May,26,170,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024 ,20-May,27.5,190,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024 ,20-May,26,160,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,27,205,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,25,140,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,29,210,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,25.5,150,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,26,180,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,27.5,175,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,27,185,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,26,165,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,28,220,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,27,210,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,27.5,190,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,27,165,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,26.5,200,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,26.5,160,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,29.5,230,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,27.5,190,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,25.5,160,,
MH_6,Musgrave_Harbour,12_night,2024,5/19/2024,20-May,27,180,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024 ,21-May,27,170,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024 ,21-May,27,185,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,27.5,190,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,26.5,150,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,25.5,160,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,27.5,170,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,26,160,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,27,175,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,26,175,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,26,160,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,25.5,155,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,26,185,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,27,185,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,26,160,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,28,170,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,27,170,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,30.5,240,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,27.5,180,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,26.5,185,,
MH_7,Musgrave_Harbour,24hr,2024,5/20/2024,21-May,27,180,,
MH_8,Musgrave_Harbour,12_day,2024,5/21/2024 ,21-May,,,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024 ,22-May,27,170,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024 ,22-May,26.5,180,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,28.5,225,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,25.5,160,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,26,185,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,26,180,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,27.5,180,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,25.5,165,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,26,155,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,28.5,190,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,27.5,160,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,27.5,180,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,26.5,160,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,27,170,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,27,170,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,26.5,160,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,26.5,170,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,26,150,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,26,150,,
MH_9,Musgrave_Harbour,24hr,2024,5/21/2024,22-May,26,150,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024 ,23-May,26.5,155,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024 ,23-May,26.5,155,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,26.5,170,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,26.5,190,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,26,150,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,29.5,235,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,25.5,140,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,27,190,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,28.5,190,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,27,170,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,27.5,180,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,26.5,190,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,26,150,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,26.5,150,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,26.5,170,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,26,140,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,30.5,210,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,27,190,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,27,200,,
MH_10,Musgrave_Harbour,24hr,2024,5/22/2024,23-May,29.5,180,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024 ,24-May,27,160,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024 ,24-May,26.5,180,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,27.5,185,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,27.5,160,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,28,190,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,27,160,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,27.5,170,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,26,150,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,26.5,160,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,29,230,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,27,150,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,25.5,175,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,26,150,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,25.5,165,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,25.5,160,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,28.5,210,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,26,150,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,27.5,190,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,26,170,,
MH_11,Musgrave_Harbour,12_night,2024,5/23/2024,24-May,27,180,,
MH_12,Musgrave_Harbour,12_day,2024,5/24/2024 ,24-May,,,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024 ,25-May,26,160,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024 ,25-May,26.5,160,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,25.5,170,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,25.5,185,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,26,165,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,25.5,140,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,26,150,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,27,175,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,28,180,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,27.5,180,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,27,175,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,27,160,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,27.5,190,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,28,190,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,26,140,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,27,175,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,26.5,160,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,26,160,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,27.5,185,,
MH_13,Musgrave_Harbour,12_night,2024,5/24/2024,25-May,26.5,165,,
MH_14,Musgrave_Harbour,12_day,2024,5/25/2024 ,25-May,,,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024 ,27-May,25.5,150,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024 ,27-May,24,130,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,27,170,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,26,160,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,26.5,175,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,27,160,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,27,180,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,28,190,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,26,160,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,27,185,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,25.5,155,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,26,150,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,27.5,200,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,27,150,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,28.5,225,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,29,220,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,26.5,185,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,25.5,160,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,29,220,,
MH_15,Musgrave_Harbour,24hr,2024,5/25/2024,27-May,26.5,180,,
MH_16,Musgrave_Harbour,12_day,2024,5/27/2024 ,27-May,,,,
MH_1_2018,Musgrave_Harbour,24hr,2018,,08-May,30,230,2,0.44
MH_1_2018,Musgrave_Harbour,24hr,2018,,08-May,28,210,2,0.44
MH_1_2018,Musgrave_Harbour,24hr,2018,,08-May,26.5,195,1,0.195
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,31,285,53,12.5
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,28,210,53,12.5
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,28.5,210,53,12.5
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,30,250,53,12.5
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,27,190,53,12.5
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,28,200,53,12.5
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,32.5,330,53,12.5
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,29,230,53,12.5
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,27,200,53,12.5
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,30,250,53,12.5
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,29,200,80,18.1
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,30,260,80,18.1
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,29.5,260,80,18.1
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,31,300,80,18.1
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,28,210,80,18.1
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,28.5,210,80,18.1
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,28,210,80,18.1
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,27.5,210,80,18.1
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,28,200,80,18.1
MH_3_2018,Musgrave_Harbour,24hr,2018,,10-May,27,200,80,18.1
MH_4_2018,Musgrave_Harbour,24hr,2018,,11-May,31.5,290,6,1.5
MH_4_2018,Musgrave_Harbour,24hr,2018,,11-May,29,240,6,1.5
MH_4_2018,Musgrave_Harbour,24hr,2018,,11-May,28,220,6,1.5
MH_4_2018,Musgrave_Harbour,24hr,2018,,11-May,31.5,300,6,1.5
MH_4_2018,Musgrave_Harbour,24hr,2018,,11-May,27.5,230,6,1.5
MH_4_2018,Musgrave_Harbour,24hr,2018,,11-May,27,190,6,1.5
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,32.5,340,20,4.9
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,30.5,270,20,4.9
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,26,270,20,4.9
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,28,210,20,4.9
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,30,250,20,4.9
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,29,240,20,4.9
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,27,200,20,4.9
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,29,220,20,4.9
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,30.5,270,20,4.9
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,27,170,20,4.9
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,28,220,20,4.9
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,28,200,22,4.8
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,27,180,22,4.8
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,29,220,22,4.8
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,30,250,22,4.8
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,30,260,22,4.8
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,29.5,220,22,4.8
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,29,220,22,4.8
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,28,200,22,4.8
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,28.5,240,22,4.8
MH_5_2018,Musgrave_Harbour,24hr,2018,,12-May,26.5,170,22,4.8
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,29,210,36,7.5
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,27,195,36,7.5
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,26.5,200,36,7.5
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,25.5,190,36,7.5
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,26.5,190,36,7.5
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,27.5,205,36,7.5
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,28,200,36,7.5
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,28,195,36,7.5
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,31.5,290,36,7.5
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,28,195,36,7.5
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,28.5,185,6,1.1
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,25,140,6,1.1
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,26,195,6,1.1
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,27,220,6,1.1
MH_6_2018,Musgrave_Harbour,24hr,2018,,13-May,27,185,6,1.1
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,30,270,97,19.7
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,26.5,180,97,19.7
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,28.5,250,97,19.7
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,29,230,97,19.7
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,26,170,97,19.7
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,27,190,97,19.7
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,25.5,160,97,19.7
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,28,200,97,19.7
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,27.5,200,97,19.7
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,26.5,180,97,19.7
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,32,310,257,61.2
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,28.5,220,257,61.2
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,30,270,257,61.2
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,29.5,210,257,61.2
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,27.5,220,257,61.2
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,28,210,257,61.2
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,28,200,257,61.2
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,28.5,240,257,61.2
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,27,230,257,61.2
MH_7_2018,Musgrave_Harbour,24hr,2018,,15-May,30,270,257,61.2
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,27,200,37,7.5
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,29,230,37,7.5
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,28.5,200,37,7.5
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,27.5,190,37,7.5
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,27,210,37,7.5
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,27.5,200,37,7.5
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,27.5,190,37,7.5
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,26.5,180,37,7.5
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,29.5,240,37,7.5
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,27,180,37,7.5
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,31,260,58,13.6
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,29,280,58,13.6
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,31,290,58,13.6
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,29,240,58,13.6
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,27.5,200,58,13.6
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,28,230,58,13.6
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,28,190,58,13.6
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,27.5,200,58,13.6
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,27,180,58,13.6
MH_8_2018,Musgrave_Harbour,24hr,2018,,16-May,31.5,280,58,13.6
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,26,180,8,1.7
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,26.5,190,8,1.7
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,27,200,8,1.7
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,30.5,260,8,1.7
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,28.5,230,8,1.7
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,26,170,8,1.7
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,30.5,260,8,1.7
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,26.5,200,8,1.7
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,26.5,190,54,12
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,29.5,250,54,12
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,29,240,54,12
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,27,190,54,12
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,27,200,54,12
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,29.5,230,54,12
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,28,210,54,12
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,28.5,220,54,12
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,29.5,260,54,12
MH_9_2018,Musgrave_Harbour,24hr,2018,,17-May,29.5,230,54,12